INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('AA17111', 'Переговорная 26-24 (РСВ)', 'A1', 'Не найден', 'Суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17231', 'Стеллаж', 'A1', 'Доступен', 'Неколлекшн', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17232', 'Переговорная 26-22 (2 ряд)', 'A1', 'Отправлен в архив', 'Феникс клиентские', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17233', 'Приоритет для архивариуса', 'A1', 'Отправлен в архив', 'Неколлекшн', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17234', 'Переговорная 26-22 (4 ряд)', 'A1', 'Не найден', 'Русфинанс банк', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17235', 'Переговорная 26-22 (2 ряд)', 'A1', 'Отправлен в архив', 'Феникс клиентские', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17236', 'Переговорная 26-23 (утиль)', 'A1', 'Изъят', 'Неколлекшн', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17237', 'Переговорная 26-24 (неколлекшн)', 'A1', 'Не найден', 'Толстые суды', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17238', 'Переговорная 26-22 (1 ряд)', 'A1', 'Изъят', 'АТБ', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17239', 'Выход (отправка)', 'A1', 'Доступен', 'УО_почта', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17561', 'Архивариус', 'A1', 'Доступен', 'Русфинанс банк', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17562', 'Стеллаж', 'A1', 'Отправлен в архив', 'Розыск счетов', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17563', 'Переговорная 26-24 (РСВ)', 'A1', 'Доступен', 'УО_почта', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17564', 'Переговорная 26-24 (неколлекшн)', 'A1', 'Отправлен в архив', 'УО_почта', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17565', 'Переговорная 26-24 (неколлекшн)', 'A1', 'Отправлен в архив', 'Суды', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17566', 'Дежурные', 'A1', 'Не найден', 'ФССП', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17567', 'Дежурные', 'A1', 'Доступен', 'Неколлекшн', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17568', 'Сканировщики', 'A1', 'Доступен', 'Розыск счетов', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17569', 'Неколлекшн архивариус', 'A1', 'Отправлен в архив', 'ОТП', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17570', 'Переговорная 26-22 (2 ряд)', 'A1', 'Отправлен в архив', 'ОТП', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GR17571', 'Открытые', 'A1', 'Доступен', 'КАСКО', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17111', 'Переговорная 26-23 (утиль)', 'A1', 'Изъят', 'Суды', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17112', 'КП Феникс', 'A1', 'Доступен', 'Феникс клиентские', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17113', 'Открытые', 'A1', 'Доступен', 'Суды', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17114', 'Открытые', 'A1', 'Отправлен в архив', 'УО_почта', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17115', 'Открытые', 'A1', 'Доступен', 'Суды', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17116', 'Переговорная 26-22 (3 ряд)', 'A1', 'Не найден', 'ОТП', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17231', 'Дежурные', 'A1', 'Доступен', 'ТРАСТ', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17232', 'КП Феникс', 'A1', 'Изъят', 'УО_почта', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17233', 'Переговорная 26-23 (утиль)', 'A1', 'Доступен', 'Розыск с возвратом', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17234', 'Переговорная 26-23 (утиль)', 'A1', 'Изъят', 'Толстые суды', 'Не забирать короб!')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17235', 'КП Феникс', 'A1', 'Не найден', 'КАСКО', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17236', 'Переговорная 26-22 (2 ряд)', 'A1', 'Не найден', 'УО_почта', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17237', 'Переговорная 26-22 (3 ряд)', 'A1', 'Отправлен в архив', 'АТБ', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17238', 'Переговорная 26-24 (неколлекшн)', 'A1', 'Изъят', 'Розыск счетов', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17239', 'Дежурные', 'A1', 'Не найден', 'ТРАСТ', 'Где блять этот короб ебучий?')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17561', 'Архивариус', 'A1', 'Изъят', 'ОТП', 'Короб где-то у архивариуса но он в очередной раз забыл это отметить')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17562', 'Переговорная 26-24 (неколлекшн)', 'A1', 'Изъят', 'ТКС Агенты', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17563', 'Открытые', 'A1', 'Не найден', 'Толстые суды', 'Короб уехал нахуй')
INSERT INTO Boxes(number, initialLocation, currentPlace, status, type, note) VALUES('GS17564', 'Неколлекшн архивариус', 'A1', 'Изъят', 'Феникс клиентские', 'Где блять этот короб ебучий?')
